韻,小韻,切韻,王韻,廣韻,切韻校,上字擬音,下字擬音,小韻擬音
質,栗,力質,力質,力質,力質,lʴɯ̇k,ci̇t,lʴi̇t
質,窒,陟栗,陟栗,陟栗,陟栗,tʴɯ̇k,lʴi̇t,tʴi̇t
質,焌,翠恤,翠恤,倉聿,翠䘏,ʦʰyì,syi̇t,ʦʰyi̇t
質,疾,秦𢘻,秦𢘻,秦悉,秦悉,ʣīn,si̇t,ʣi̇t
質,㓼,初栗,初栗,初栗,初栗,ꭧʰɯʌ̄,lʴi̇t,ꭧʰi̇t
質,失,識質,識質,式質,識質,çɯ̇k,ci̇t,çi̇t
質,堲,資𢘻,資𢘻,資悉,咨悉,ʦī,si̇t,ʦi̇t
質,蜜,民必,無必,彌畢,民必,myīn,pyi̇t,myi̇t
質,必,卑吉,比蜜,卑吉,卑吉,pyɛ̄,kʴi̇t,pyi̇t
質,聿,餘律,餘律,餘律,余律,ʝɯʌ̄,lʴyi̇t,ʝyi̇t
質,鴪,／,／,／,／,／,／,ɦyi̇t
質,卒,子聿,子聿,子聿,子聿,ʦɯ́,ʝyi̇t,ʦyi̇t
質,䘏,辛聿,辛聿,辛聿,新聿,sīn,ʝyi̇t,syi̇t
質,姞,巨乙,巨乙,巨乙,巨乙,gɯʌ́,ʔʴi̇t,gʴi̇t
質,術,食聿,食聿,食聿,食聿,ɮɯ̇k,ʝyi̇t,ɮyi̇t
質,橘,居蜜,居蜜,居聿,居蜜,kɯʌ̄,myi̇t,kyi̇t
質,崒,聚䘏,才䘏,慈䘏,聚䘏,ʣuɔ́,syi̇t,ʣyi̇t
質,邲,毗必,毗必,毗必,毗必,byī,pyi̇t,byi̇t
質,出,尺聿,尺聿,赤律,尺聿,cʰiȧk,ʝyi̇t,cʰyi̇t
質,𧽻,其聿,其聿,居聿,其聿,gɯ̄,ʝyi̇t,gyi̇t
質,䬂,許聿,許聿,許聿,許聿,xɯʌ́,ʝyi̇t,xyi̇t
質,律,呂恤,呂䘏,呂䘏,呂䘏,lʴɯʌ́,syi̇t,lʴyi̇t
質,㤕,竹律,竹律,竹律,竹律,tʴu̇q,lʴyi̇t,tʴyi̇t
質,术,直律,直律,直律,直律,dʴɯ̇k,lʴyi̇t,dʴyi̇t
質,黜,丑律,丑律,丑律,丑律,tʰʴú,lʴyi̇t,tʰʴyi̇t
質,䫻,于筆,于筆,于筆,于筆,ɦuɔ̄,pʴi̇t,ɦʴyi̇t
質,率,所律,師出,所律,所律,ʂɯʌ́,lʴyi̇t,ʂyi̇t
質,筆,鄙蜜,鄙密,鄙密,鄙蜜,pʴí,myi̇t,pʴi̇t
質,密,羙筆,羙筆,羙筆,羙筆,mʴí,pʴi̇t,mʴi̇t
質,弼,房律,房律,房密,房律,buɑ̄ɴ,lʴyi̇t,bʴi̇t
質,乙,於筆,於筆,於筆,於筆,ʔɯʌ̄,pʴi̇t,ʔʴi̇t
質,䎲,魚乙,魚乙,魚乙,魚乙,ŋɯʌ̄,ʔʴi̇t,ŋʴi̇t
質,𠮟,齒日,尺栗,昌栗,齒日,cʰɯ́,ɲi̇t,cʰi̇t
質,𪗨,／,仕乙,仕叱,士乙,ꭦɯ́,ʔʴi̇t,ꭦi̇t
質,茁,／,几律,厥筆,几聿,kʴí,lʴyi̇t,kʴyi̇t
質,肹,／,羲乙,羲乙,犧乙,xʴiɛ̄,ʔʴi̇t,xʴi̇t
質,絀,／,式出,竹律,識出,çɯ̇k,cʰyi̇t,çyi̇t
物,物,無弗,無弗,文弗,無弗,muɔ̄,pu̇t,mu̇t
物,弗,分物,分勿,分勿,分物,pūn,mu̇t,pu̇t
物,欝,迂物,㐵勿,紆物,䊸物,ʔuɔ̄,mu̇t,ʔu̇t
物,𠀔,九物,居勿,九勿,久物,kú,mu̇t,ku̇t
物,屈,區物,區物,區勿,區物,kʰuɔ̄,mu̇t,kʰu̇t
物,倔,衢物,衢物,衢物,劬物,guɔ̄,mu̇t,gu̇t
物,佛,符弗,符弗,符弗,扶弗,buɔ̄,pu̇t,bu̇t
物,𩗛,許物,許物,許勿,許物,xɯʌ́,mu̇t,xu̇t
物,䬑,王物,王物,王勿,王物,ɦuɑ̄ɴ,mu̇t,ɦu̇t
物,拂,敷物,敷物,敷勿,敷物,pʰuɔ̄,mu̇t,pʰu̇t
櫛,櫛,阻瑟,阻瑟,阻瑟,阻瑟,ꭧɯʌ́,ʂɯ̇t,ꭧɯ̇t
櫛,瑟,所櫛,所櫛,所櫛,所櫛,ʂɯʌ́,ꭧɯ̇t,ʂɯ̇t
迄,迄,許訖,許訖,許訖,許訖,xɯʌ́,kɯ̇t,xɯ̇t
迄,訖,居乞,居乞,居乞,居乞,kɯʌ̄,kʰɯ̇t,kɯ̇t
迄,疙,魚乞,魚迄,魚迄,魚乞,ŋɯʌ̄,kʰɯ̇t,ŋɯ̇t
迄,圪,于乞,于乞,魚迄,于乞,ɦuɔ̄,kʰɯ̇t,ɦɯ̇t
迄,䞘,其迄,其迄,其迄,其迄,gɯ̄,xɯ̇t,gɯ̇t
迄,乞,去訖,去訖,去訖,去訖,kʰɯʌ́,kɯ̇t,kʰɯ̇t
月,月,魚厥,魚厥,魚厥,魚厥,ŋɯʌ̄,kuɔ̇t,ŋuɔ̇t
月,伐,房越,房越,房越,房越,buɑ̄ɴ,ɦuɔ̇t,buɔ̇t
月,越,戶伐,王伐,王伐,戶伐,ʁɔ́,buɔ̇t,ɦuɔ̇t
月,厥,居月,居月,居月,居月,kɯʌ̄,ŋuɔ̇t,kuɔ̇t
月,噦,𠮮劣,乙劣,於月,乙劣,ʔʴi̇t,lʴyɛ̇t,ʔʴyɛ̇t
月,𡡕,扵月,於月,於月,於月,ʔɯʌ̄,ŋuɔ̇t,ʔuɔ̇t
月,𧤼,其月,其月,其月,其月,gɯ̄,ŋuɔ̇t,guɔ̇t
月,闕,去月,去月,去月,去月,kʰɯʌ́,ŋuɔ̇t,kʰuɔ̇t
月,髮,方伐,方伐,方伐,方伐,puɑ̄ɴ,buɔ̇t,puɔ̇t
月,韈,望發,妄發,望發,亡髮,muɑ̄ɴ,puɔ̇t,muɔ̇t
月,䬂,許月,許月,許月,許月,xɯʌ́,ŋuɔ̇t,xuɔ̇t
月,謁,扵歇,於歇,於歇,於歇,ʔɯʌ̄,xɯʌ̇t,ʔɯʌ̇t
月,歇,許謁,許謁,許竭,許謁,xɯʌ́,ʔɯʌ̇t,xɯʌ̇t
月,訐,居謁,居謁,居竭,居謁,kɯʌ̄,ʔɯʌ̇t,kɯʌ̇t
月,𢷒,其謁,其謁,其謁,其謁,gɯ̄,ʔɯʌ̇t,gɯʌ̇t
月,㤄,疋伐,匹伐,拂伐,疋伐,pʰʴi̇t,buɔ̇t,pʰuɔ̇t
月,钀,魚揭,語謁,語訐,魚𢷒,ŋɯʌ̄,gɯʌ̇t,ŋɯʌ̇t
沒,沒,莫㔜,莫勃,莫勃,莫勃,mɑ̇q,bɔ̇t,mɔ̇t
沒,骨,古忽,古忽,古忽,古忽,qɔ́,xɔ̇t,qɔ̇t
沒,勃,蒲沒,蒲沒,蒲沒,匍沒,bɔ̄,mɔ̇t,bɔ̇t
沒,咄,當沒,當沒,當沒,當沒,tɑ̄ɴ,mɔ̇t,tɔ̇t
沒,宊,他骨,他骨,他骨,他骨,tʰɑ̄,qɔ̇t,tʰɔ̇t
沒,突,陁骨,陁骨,陀骨,駞骨,dɑ̄,qɔ̇t,dɔ̇t
沒,𩑦,烏沒,烏沒,烏沒,烏沒,ʔɔ̄,mɔ̇t,ʔɔ̇t
沒,忽,呼骨,呼骨,呼骨,呼骨,xɔ̄,qɔ̇t,xɔ̇t
沒,兀,五忽,五忽,五忽,五忽,ɴɔ́,xɔ̇t,ɴɔ̇t
沒,𥩾,普沒,普沒,普沒,普沒,pʰɔ́,mɔ̇t,pʰɔ̇t
沒,𢂤,勒沒,勒沒,勒沒,勒沒,lʌ̇k,mɔ̇t,lɔ̇t
沒,窟,苦角,苦骨,苦骨,苦覺,qʰɔ́,qʴɔ̇q,qʰɔ̇t
沒,訥,諾骨,諾忽,內骨,諾骨,nɑ̇q,qɔ̇t,nɔ̇t
沒,𡨧,蘇骨,蘇骨,蘇骨,蘇骨,sɔ̄,qɔ̇t,sɔ̇t
沒,猝,鹿沒*,麁沒,倉沒,麁沒,ʦʰɔ̄,mɔ̇t,ʦʰɔ̇t
沒,捽,昨沒,昨沒,昨沒,昨沒,ʣɑ̇q,mɔ̇t,ʣɔ̇t
沒,麧,下沒,下沒,下沒,下沒,ʁʴá,mɔ̇t,ʁɔ̇t
沒,卒,則沒,則沒,臧沒,則沒,ʦʌ̇k,mɔ̇t,ʦɔ̇t
沒,䯉,一骨,烏沒,烏沒,一骨,ʔi̇t,qɔ̇t,ʔɔ̇t
沒,搰,／,胡骨,戶骨,胡骨,ʁɔ̄,qɔ̇t,ʁɔ̇t
末,末,莫割,莫割,莫撥,莫葛,mɑ̇q,qɑ̇t,mɑ̇t
末,枂,五活,五活,五活,五活,ɴɔ́,ʁʷɑ̇t,ɴʷɑ̇t
末,撥,愽末,愽末,北末,博末,pɑ̇q,mɑ̇t,pɑ̇t
末,𩯳,姉末,姉末,𡛷末,姉末,ʦí,mɑ̇t,ʦɑ̇t
末,括,古活,古活,古活,古活,qɔ́,ʁʷɑ̇t,qʷɑ̇t
末,闊,苦括,苦括,苦栝,苦括,qʰɔ́,qʷɑ̇t,qʰʷɑ̇t
末,活,戶括,戶括,戶括,戶括,ʁɔ́,qʷɑ̇t,ʁʷɑ̇t
末,奪,徒括,徒括,徒括,徒括,dɔ̄,qʷɑ̇t,dʷɑ̇t
末,豁,呼活,呼括,呼括,呼活,xɔ̄,ʁʷɑ̇t,xʷɑ̇t
末,斡,烏活,烏活,烏括,烏活,ʔɔ̄,ʁʷɑ̇t,ʔʷɑ̇t
末,繓,子括,子括,子括,子括,ʦɯ́,qʷɑ̇t,ʦʷɑ̇t
末,鏺,普括,普活,普活,普括,pʰɔ́,qʷɑ̇t,pʰɑ̇t
末,侻,他活,他活,他括,他活,tʰɑ̄,ʁʷɑ̇t,tʰʷɑ̇t
末,捋,盧活,盧括,郎括,盧活,lɔ̄,ʁʷɑ̇t,lʷɑ̇t
末,掇,多活,多括,丁括,多活,tɑ̄,ʁʷɑ̇t,tʷɑ̇t
末,撮,七活,七括,倉括,七活,ʦʰi̇t,ʁʷɑ̇t,ʦʰʷɑ̇t
末,跋,蒲活,蒲撥,蒲撥,匍活,bɔ̄,ʁʷɑ̇t,bɑ̇t
末,躠,桑割,桑割,桑割,桑葛,sɑ̄ɴ,qɑ̇t,sɑ̇t
末,怛,當割,當割,當割,當葛,tɑ̄ɴ,qɑ̇t,tɑ̇t
末,闥,他達,他達,他達,他達,tʰɑ̄,dɑ̇t,tʰɑ̇t
末,遏,烏葛,烏割,烏葛,烏葛,ʔɔ̄,qɑ̇t,ʔɑ̇t
末,剌,盧達,盧達,盧達,盧達,lɔ̄,dɑ̇t,lɑ̇t
末,渴,苦割,苦割,苦曷,苦葛,qʰɔ́,qɑ̇t,qʰɑ̇t
末,達,陁割,陁割,唐割,駞葛,dɑ̄,qɑ̇t,dɑ̇t
末,嶻,才割,才割,才割,裁葛,ʣʌ̄i,qɑ̇t,ʣɑ̇t
末,𦵮,五割,五割,五割,五葛,ɴɔ́,qɑ̇t,ɴɑ̇t
末,葛,古逹,古達,古達,古達,qɔ́,dɑ̇t,qɑ̇t
末,褐,胡葛,胡葛,胡葛,胡葛,ʁɔ̄,qɑ̇t,ʁɑ̇t
末,䫘,許葛,許葛,許葛,許葛,xɯʌ́,qɑ̇t,xɑ̇t
末,捺,奴曷,奴曷,奴曷,奴褐,nɔ̄,ʁɑ̇t,nɑ̇t
末,攃,七曷,七曷,七曷,七褐,ʦʰi̇t,ʁɑ̇t,ʦʰɑ̇t
黠,黠,胡八,胡八,胡八,胡八,ʁɔ̄,pʴɛ̇t,ʁʴɛ̇t
黠,札,側八,側八,側八,稄八,ꭧɯ̇k,pʴɛ̇t,ꭧɛ̇t
黠,拔,蒲八,蒲八,蒲八,匍八,bɔ̄,pʴɛ̇t,bʴɛ̇t
黠,𤫶,恪八,苦八,恪八,恪八,qʰɑ̇q,pʴɛ̇t,qʰʴɛ̇t
黠,滑,戶八,戶八,戶八,戶八,ʁɔ́,pʴɛ̇t,ʁʷʴɛ̇t
黠,八,愽拔,博拔,博拔,博拔,pɑ̇q,bʴɛ̇t,pʴɛ̇t
黠,窡,丁滑,丁滑,丁滑,丁滑,tɛ̄ŋ,ʁʷʴɛ̇t,tʷʴɛ̇t
黠,豽,女滑,女滑,女滑,女滑,nʴɯʌ́,ʁʷʴɛ̇t,nʷʴɛ̇t
黠,嗗,馬八*,烏八,烏八,烏八,ʔɔ̄,pʴɛ̇t,ʔʷʴɛ̇t
黠,䶪,切八,初八,初八,切八,ʦʰɛ̇t,pʴɛ̇t,ꭧʰɛ̇t
黠,𠟽,古骨,古滑,古滑,古滑,qɔ́,ʁʷʴɛ̇t,qʷʴɛ̇t
黠,戛,古黠,古黠,古黠,古黠,qɔ́,ʁʴɛ̇t,qʴɛ̇t
黠,軋,烏黠,烏黠,烏黠,烏黠,ʔɔ̄,ʁʴɛ̇t,ʔʴɛ̇t
黠,殺,所八,所八,所八,所八,ʂɯʌ́,pʴɛ̇t,ʂɛ̇t
黠,㑻,莫八,莫八,莫八,莫八,mɑ̇q,pʴɛ̇t,mʴɛ̇t
黠,傄,呼八,呼八,呼八,呼八,xɔ̄,pʴɛ̇t,xʷʴɛ̇t
黠,痆,女黠,女黠,女黠,女黠,nʴɯʌ́,ʁʴɛ̇t,nʴɛ̇t
黠,𦤙,女滑,五滑,五滑,五滑,ɴɔ́,ʁʷʴɛ̇t,ɴʷʴɛ̇t
黠,䯇,口滑,口滑,口滑,口滑,qʰɔú,ʁʷʴɛ̇t,qʰʷʴɛ̇t
黠,汃,／,普八,普八,普八,pʰɔ́,pʴɛ̇t,pʰʴɛ̇t
鎋,鎋,胡瞎,胡八,胡瞎,胡瞎,ʁɔ̄,xʴȧt,ʁʴȧt
鎋,𪆰,乙鎋,乙鎋,乙鎋,乙鎋,ʔʴi̇t,ʁʴȧt,ʔʴȧt
鎋,齾,五鎋,吾鎋,五鎋,五鎋,ɴɔ́,ʁʴȧt,ɴʴȧt
鎋,刹,初鎋,初鎋,初鎋,初鎋,ꭧʰɯʌ̄,ʁʴȧt,ꭧʰȧt
鎋,瞎,許鎋,許鎋,許鎋,許鎋,xɯʌ́,ʁʴȧt,xʴȧt
鎋,𮆉,枯鎋,枯鎋,枯鎋,枯鎋,qʰɔ̄,ʁʴȧt,qʰʴȧt
鎋,獺,他鎋,他鎋,他鎋,他鎋,tʰɑ̄,ʁʴȧt,tʰʴȧt
鎋,𤷈,女鎋,女鎋,女黠,女鎋,nʴɯʌ́,ʁʴȧt,nʴȧt
鎋,刮,古𩒬,古𩒬,古䫄,古𩒬,qɔ́,tʰʷʴȧt,qʷʴȧt
鎋,𩒬,丑刮,丑刮,丑刮,丑刮,tʰʴú,qʷʴȧt,tʰʷʴȧt
鎋,頢,下刮,下刮,下刮,下刮,ʁʴá,qʷʴȧt,ʁʷʴȧt
鎋,鵽,丁刮,丁刮,丁刮,丁刮,tɛ̄ŋ,qʷʴȧt,tʷʴȧt
鎋,刖,五刮,五割,五刮,五刮,ɴɔ́,qʷʴȧt,ɴʷʴȧt
鎋,妠,女刮,女刮,女刮,女刮,nʴɯʌ́,qʷʴȧt,nʷʴȧt
鎋,䵵,初刮,初刮,初刮,初刮,ꭧʰɯʌ̄,qʷʴȧt,ꭧʰʷȧt
鎋,礣,慕鎋,莫鎋,莫鎋,暮鎋,mɔ̀,ʁʴȧt,mʴȧt
鎋,捌,百鎋,百鎋,百鎋,伯鎋,pʴȧk,ʁʴȧt,pʴȧt
鎋,𪈟,古鎋,古鎋,古鎋,古鎋,qɔ́,ʁʴȧt,qʴȧt
鎋,𩭿,／,而鎋,而轄,而鎋,ɲɯ̄,ʁʴȧt,nʴȧt
屑,屑,先結,先結,先結,先結,sɛ̄n,qɛ̇t,sɛ̇t
屑,切,千結,千結,千結,千結,ʦʰɛ̄n,qɛ̇t,ʦʰɛ̇t
屑,結,古屑,古屑,古屑,古屑,qɔ́,sɛ̇t,qɛ̇t
屑,節,子結,子結,子結,子結,ʦɯ́,qɛ̇t,ʦɛ̇t
屑,血,呼玦,呼決,呼決,呼玦,xɔ̄,qʷɛ̇t,xʷɛ̇t
屑,闋,苦穴,苦穴,苦穴,苦穴,qʰɔ́,ʁʷɛ̇t,qʰʷɛ̇t
屑,玦,古穴,古穴,古穴,古穴,qɔ́,ʁʷɛ̇t,qʷɛ̇t
屑,穴,胡玦,胡玦,胡決,胡玦,ʁɔ̄,qʷɛ̇t,ʁʷɛ̇t
屑,抉,扵决,於决,於決,於玦,ʔɯʌ̄,qʷɛ̇t,ʔʷɛ̇t
屑,姪,徒𣅔,徒結,徒結,徒稄,dɔ̄,ꭧɯ̇k,dɛ̇t
屑,鐵,他結,他結,他結,他結,tʰɑ̄,qɛ̇t,tʰɛ̇t
屑,纈,胡結,胡結,胡結,胡結,ʁɔ̄,qɛ̇t,ʁɛ̇t
屑,𣵀,奴結,奴結,奴結,奴結,nɔ̄,qɛ̇t,nɛ̇t
屑,截,作結,昨結,昨結,作結,ʦɑ̇q,qɛ̇t,ʣɛ̇t
屑,齧,五結,五結,五結,五結,ɴɔ́,qɛ̇t,ɴɛ̇t
屑,蔑,莫結,莫結,莫結,莫結,mɑ̇q,qɛ̇t,mɛ̇t
屑,㢼,方結,方結,方結,方結,puɑ̄ɴ,qɛ̇t,pɛ̇t
屑,噎,烏結,烏結,烏結,烏結,ʔɔ̄,qɛ̇t,ʔɛ̇t
屑,猰,苦結,苦結,苦結,苦結,qʰɔ́,qɛ̇t,qʰɛ̇t
屑,㚛,虎結,虎結,虎結,虎結,xɔ́,qɛ̇t,xɛ̇t
屑,撇,普蔑,普蔑,普蔑,普蔑,pʰɔ́,mɛ̇t,pʰɛ̇t
屑,蹩,蒲結,蒲結,蒲結,匍結,bɔ̄,qɛ̇t,bɛ̇t
屑,窒,丁結,丁結,丁結,丁結,tɛ̄ŋ,qɛ̇t,tɛ̇t
屑,𥸸,練結,練結,練結,練結,lɛ̀n,qɛ̇t,lɛ̇t
薛,薛,私列,私結,私列,私列,sī,lʴiɛ̇t,siɛ̇t
薛,列,呂𦵮,呂結,良薛,呂薛,lʴɯʌ́,siɛ̇t,lʴiɛ̇t
薛,哲,陟列,陟列,陟列,陟列,tʴɯ̇k,lʴiɛ̇t,tʴiɛ̇t
薛,傑,渠列,渠列,渠列,渠列,gɯʌ̄,lʴiɛ̇t,gʴiɛ̇t
薛,熱,如列,如列,如列,如列,ɲɯʌ̄,lʴiɛ̇t,ɲiɛ̇t
薛,晢,𣅀熱,𣅀熱,旨熱,旨熱,cí,ɲiɛ̇t,ciɛ̇t
薛,舌,食烈,食列,食列,食列,ɮɯ̇k,lʴiɛ̇t,ɮiɛ̇t
薛,𦽆,魚列,魚列,魚列,魚列,ŋɯʌ̄,lʴiɛ̇t,ŋʴiɛ̇t
薛,朅,去竭,去竭,丘竭,去傑,kʰɯʌ́,gʴiɛ̇t,kʰʴiɛ̇t
薛,滅,亡別,亡列,亡列,亡別,muɑ̄ɴ,bʴiɛ̇t,mʴiɛ̇t
薛,鷩,并列,并列,并列,并列,pyāŋ,lʴiɛ̇t,pyɛ̇t
薛,絕,情雪,情雪,情雪,情雪,ʣiāŋ,syɛ̇t,ʣyɛ̇t
薛,蕝,子恱,子恱,子恱,子恱,ʦɯ́,ʝyɛ̇t,ʦyɛ̇t
薛,雪,相絕,相絕,相絕,相絕,sɯɑ̄ɴ,ʣyɛ̇t,syɛ̇t
薛,𤿫,丑劣,丑劣,丑恱,丑劣,tʰʴú,lʴyɛ̇t,tʰʴyɛ̇t
薛,恱,翼雪,翼雪,弋雪,弋雪,ʝɯ̇k,syɛ̇t,ʝyɛ̇t
薛,缺,傾雪,傾雪,傾雪,傾雪,kʰyāŋ,syɛ̇t,kʰyɛ̇t
薛,爇,如雪,如雪,如劣,如雪,ɲɯʌ̄,syɛ̇t,ɲyɛ̇t
薛,說,失爇,失爇,職恱,失爇,çi̇t,ɲyɛ̇t,çyɛ̇t
薛,拙,職雪,職雪,職恱,職雪,cɯ̇k,syɛ̇t,cyɛ̇t
薛,歠,昌雪,昌雪,昌恱,昌雪,cʰɯɑ̄ɴ,syɛ̇t,cʰyɛ̇t
薛,輟,陟劣,陟劣,陟劣,陟劣,tʴɯ̇k,lʴyɛ̇t,tʴyɛ̇t
薛,劣,力惙,力惙,力輟,力輟,lʴɯ̇k,tʴyɛ̇t,lʴyɛ̇t
薛,𧢍,芳滅,芳滅,芳滅,芳滅,pʰuɑ̄ɴ,mʴiɛ̇t,pʰʴiɛ̇t
薛,別,憑列,皮列,皮列,憑列,bʴɯ̄ŋ,lʴiɛ̇t,bʴiɛ̇t
薛,䇷,方列,兵列,方別,方列,puɑ̄ɴ,lʴiɛ̇t,pʴiɛ̇t
薛,轍,直列,直列,直列,直列,dʴɯ̇k,lʴiɛ̇t,dʴiɛ̇t
薛,刷,所劣,所劣,所劣,所劣,ʂɯʌ́,lʴyɛ̇t,ʂyɛ̇t
薛,孑,居列,居列,居列,居列,kɯʌ̄,lʴiɛ̇t,kʴiɛ̇t
薛,設,識列,識列,識列,識列,çɯ̇k,lʴiɛ̇t,çiɛ̇t
薛,𥄎,……,許劣,許劣,許劣,xɯʌ́,lʴyɛ̇t,xʴyɛ̇t
薛,呐,女劣,女劣,女劣,女劣,nʴɯʌ́,lʴyɛ̇t,nʴyɛ̇t
薛,妜,扵恱,於恱,於恱,於恱,ʔɯʌ̄,ʝyɛ̇t,ʔyɛ̇t
薛,蹶,紀劣,紀劣,紀劣,紀劣,kɯ́,lʴyɛ̇t,kʴyɛ̇t
薛,茁,側劣,側劣,側劣,稄劣,ꭧɯ̇k,lʴyɛ̇t,ꭧyɛ̇t
薛,膬,七絕,七絕,七絕,七絕,ʦʰi̇t,ʣyɛ̇t,ʦʰyɛ̇t
薛,䘁,子列,姉列,𡛷列,子列,ʦɯ́,lʴiɛ̇t,ʦiɛ̇t
薛,樧,山列,山列,山列,山列,ʂɛ̄n,lʴiɛ̇t,ʂiɛ̇t
薛,焆,於列,於列,於列,於列,ʔɯʌ̄,lʴiɛ̇t,ʔʴiɛ̇t
薛,屮,丑列,丑列,丑列,丑列,tʰʴú,lʴiɛ̇t,tʰʴiɛ̇t
薛,娎,許列,許列,許列,許列,xɯʌ́,lʴiɛ̇t,xʴiɛ̇t
薛,啜,樹雪,䖏雪,殊雪,樹雪,ɟuɔ̀,syɛ̇t,ɟyɛ̇t
薛,㔍,厠滑,廁別,厠列,廁滑,ꭧʰɯ̀,ʁʷʴɛ̇t,ꭧʰiɛ̇t
薛,折,常列,常列,常列,常列,ɟɯɑ̄ɴ,lʴiɛ̇t,ɟiɛ̇t
薛,乴,／,寺絕,寺絕,寺絕,zɯ̀,ʣyɛ̇t,zyɛ̇t
薛,丿,／,普折,普蔑,普折,pʰɔ́,ɟiɛ̇t,pʰyɛ̇t
錫,錫,先擊,先擊,先擊,先激,sɛ̄n,qɛ̇k,sɛ̇k
錫,激,古𢟍,古歷,古歷,古𢟍,qɔ́,lɛ̇k,qɛ̇k
錫,霹,普激,普激,普擊,普激,pʰɔ́,qɛ̇k,pʰɛ̇k
錫,𢟍,閭激,閭激,郎擊,臚激,lʴɯʌ̄,qɛ̇k,lɛ̇k
錫,的,都𢟍,都𢟍,都𢟍,都𢟍,tɔ̄,lɛ̇k,tɛ̇k
錫,檄,／,胡狄,胡狄,胡荻,ʁɔ̄,dɛ̇k,ʁɛ̇k
錫,鷁,／,五歷,五歷,五𢟍,ɴɔ́,lɛ̇k,ɴɛ̇k
錫,荻,徒𢟍,徒歷,徒歷,徒𢟍,dɔ̄,lɛ̇k,dɛ̇k
錫,逖,他𢟍,他歷,他歷,他𢟍,tʰɑ̄,lɛ̇k,tʰɛ̇k
錫,績,則𢟍,則𠪾,則歷,則𢟍,ʦʌ̇k,lɛ̇k,ʦɛ̇k
錫,燩,去激,去激,苦擊,去激,kʰɯʌ́,qɛ̇k,qʰɛ̇k
錫,惄,奴歴,奴𠪾,奴歷,奴𢟍,nɔ̄,lɛ̇k,nɛ̇k
錫,寂,昨𢟍,昨𠪾,前歷,昨𢟍,ʣɑ̇q,lɛ̇k,ʣɛ̇k
錫,覓,莫𢟍,莫𠪾,莫狄,莫𢟍,mɑ̇q,lɛ̇k,mɛ̇k
錫,甓,扶𢟍,扶𠪾,扶歷,扶𢟍,buɔ̄,lɛ̇k,bɛ̇k
錫,壁,北激,北激,北激,北激,pʌ̇k,qɛ̇k,pɛ̇k
錫,閴,苦鵙,苦鶪,苦鶪,苦郥,qʰɔ́,qʷɛ̇k,qʰʷɛ̇k
錫,郥,古閴,古闃,古闃,古閴,qɔ́,qʰʷɛ̇k,qʷɛ̇k
錫,戚,倉𢟍,倉歷,倉歷,倉𢟍,ʦʰɑ̄ɴ,lɛ̇k,ʦʰɛ̇k
錫,赥,許狄,許狄,許激,許荻,xɯʌ́,dɛ̇k,xɛ̇k
昔,昔,私積,私積,思積,私積,sī,ʦiȧk,siȧk
昔,積,資昔,資亦,資昔,咨昔,ʦī,siȧk,ʦiȧk
昔,益,伊昔,伊昔,伊昔,伊昔,ʔī,siȧk,ʔiȧk
昔,繹,羊益,羊益,羊益,陽益,ʝɯɑ̄ɴ,ʔiȧk,ʝiȧk
昔,𥼶,施…,施隻,施隻,絁隻,çiɛ̄,ciȧk,çiȧk
昔,尺,昌石,昌石,昌石,昌石,cʰɯɑ̄ɴ,ɟiȧk,cʰiȧk
昔,石,常尺,常尺,常隻,常尺,ɟɯɑ̄ɴ,cʰiȧk,ɟiȧk
昔,隻,之石,之石,之石,之石,cɯ̄,ɟiȧk,ciȧk
昔,擲,直炙,直炙,直炙,直隻,dʴɯ̇k,ciȧk,dʴiȧk
昔,皵,七跡,七迹,七迹,七積,ʦʰi̇t,ʦiȧk,ʦʰiȧk
昔,席,詳亦,詳昔,祥易,詳繹,zɯɑ̄ɴ,ʝiȧk,ziȧk
昔,籍,秦昔,秦昔,秦昔,秦昔,ʣīn,siȧk,ʣiȧk
昔,擗,房益,房益,房益,房益,buɑ̄ɴ,ʔiȧk,byȧk
昔,役,營隻,營隻,營隻,營隻,ʝyāŋ,ciȧk,ɦyȧk
昔,辟,必益,必益,必益,必益,pyi̇t,ʔiȧk,pyȧk
昔,僻,芳辟,芳辟,芳辟,芳辟,pʰuɑ̄ɴ,pyȧk,pʰyȧk
昔,瞁,許伇,許役,許役,許役,xɯʌ́,ʝyȧk,xyȧk
昔,麝,食亦,食夜,食亦,食繹,ɮɯ̇k,ʝiȧk,ɮiȧk
昔,彳,丑亦,丑亦,丑亦,丑繹,tʰʴú,ʝiȧk,tʰʴiȧk
昔,碧,方彳,陂隔,彼役,方彳,puɑ̄ɴ,tʰʴiȧk,pʴiȧk
昔,𪐏,／,竹益,竹益,竹益,tʴu̇q,ʔiȧk,tʴiȧk
麥,麥,莫獲,莫獲,莫獲,莫獲,mɑ̇q,ʁʷʴɛ̇k,mʴɛ̇k
麥,獲,胡麥,胡麥,胡麥,胡麥,ʁɔ̄,mʴɛ̇k,ʁʷʴɛ̇k
麥,蟈,古獲,古獲,古獲,古獲,qɔ́,ʁʷʴɛ̇k,qʷʴɛ̇k
麥,蘗,愽厄,博厄,博厄,博厄,pɑ̇q,ʔʴɛ̇k,pʴɛ̇k
麥,䌟,蒲𮧓,蒲革,蒲革,匍隔,bɔ̄,qʴɛ̇k,bʴɛ̇k
