韻,小韻,切韻,王韻,廣韻,切韻校,上字擬音,下字擬音,小韻擬音
模,都,丁胡,丁姑,當孤,丁胡,tɛ̄ŋ,ʁɔ̄,tɔ̄
模,𥠵,普胡,普胡,普胡,普胡,pʰɔ́,ʁɔ̄,pʰɔ̄
齊,齊,徂嵆,徂嵇,徂奚,徂奚,ʣɔ̄,ʁɛ̄i,ʣɛ̄i
齊,黎,落嵆,落奚,朗奚,落奚,lɑ̇q,ʁɛ̄i,lɛ̄i
齊,妻,七嵆,七嵇,七稽,七奚,ʦʰi̇t,ʁɛ̄i,ʦʰɛ̄i
齊,低,當嵆,當嵇,都奚,當奚,tɑ̄ɴ,ʁɛ̄i,tɛ̄i
齊,啼,度嵆,度嵇,杜奚,鐸奚,dɑ̇q,ʁɛ̄i,dɛ̄i
齊,豍,方…,方奚,邊兮,方奚,puɑ̄ɴ,ʁɛ̄i,pɛ̄i
齊,奚,胡雞,胡鷄,胡雞,胡雞,ʁɔ̄,qɛ̄i,ʁɛ̄i
齊,雞,吉嵆,古嵆,古奚,吉奚,kʴi̇t,ʁɛ̄i,qɛ̄i
齊,鷖,烏稽,烏鷄,烏奚,烏雞,ʔɔ̄,qɛ̄i,ʔɛ̄i
齊,倪,五嵆,五嵇,五稽,五奚,ɴɔ́,ʁɛ̄i,ɴɛ̄i
齊,醯,呼雞,呼鷄,呼雞,呼雞,xɔ̄,qɛ̄i,xɛ̄i
齊,西,索嵆,素雞,先稽,索奚,sɑ̇q,ʁɛ̄i,sɛ̄i
齊,梯,湯嵆,湯稽,土雞,湯奚,tʰɑ̄ɴ,ʁɛ̄i,tʰɛ̄i
齊,鼙,薄迷,薄迷,部迷,泊迷,bɑ̇q,mɛ̄i,bɛ̄i
齊,臡,人兮,人兮,人兮,仁奚,ɲīn,ʁɛ̄i,ɲiɛ̄i
齊,批,普雞,普鷄,匹迷,普雞,pʰɔ́,qɛ̄i,pʰɛ̄i
齊,齎,即嵆,即黎,祖稽,即奚,ʦɯ̇k,ʁɛ̄i,ʦɛ̄i
齊,迷,莫奚,莫奚,莫兮,莫奚,mɑ̇q,ʁɛ̄i,mɛ̄i
齊,泥,奴低,奴低,奴低,奴低,nɔ̄,tɛ̄i,nɛ̄i
齊,谿,苦嵆,苦嵆,苦奚,苦奚,qʰɔ́,ʁɛ̄i,qʰɛ̄i
齊,圭,…擕,古攜,古攜,古擕,qɔ́,ʁʷɛ̄i,qʷɛ̄i
齊,睽,苦圭,苦圭,苦圭,苦圭,qʰɔ́,qʷɛ̄i,qʰʷɛ̄i
齊,擕,戶圭,戶圭,戶圭,戶圭,ʁɔ́,qʷɛ̄i,ʁʷɛ̄i
齊,栘,成栖,成西,成臡,成西,ɟiāŋ,sɛ̄i,ɟiɛ̄i
齊,睳,／,呼圭,呼攜,呼圭,xɔ̄,qʷɛ̄i,xʷɛ̄i
齊,烓,／,烏攜,烏攜,烏擕,ʔɔ̄,ʁʷɛ̄i,ʔʷɛ̄i
佳,佳,古膎,古膎,古膎,古膎,qɔ́,ʁʴɛ̄,qʴɛ̄
佳,膎,戶佳,戶佳,戶佳,戶佳,ʁɔ́,qʴɛ̄,ʁʴɛ̄
佳,牌,薄佳,薄佳,薄佳,泊佳,bɑ̇q,qʴɛ̄,bʴɛ̄
佳,媧,姑柴,姑柴,古蛙,孤柴,qɔ̄,ꭦɛ̄,qʷʴɛ̄
佳,蛙,烏緺,烏緺,烏媧,烏媧,ʔɔ̄,qʷʴɛ̄,ʔʷʴɛ̄
佳,咼,苦哇,苦蛙,苦緺,苦娃,qʰɔ́,ʔʴɛ̄,qʰʷʴɛ̄
佳,柴,士佳,士佳,士佳,士佳,ꭦɯ́,qʴɛ̄,ꭦɛ̄
佳,釵,楚佳,楚佳,楚佳,楚佳,ꭧʰɯʌ́,qʴɛ̄,ꭧʰɛ̄
佳,竵,火咼,火咼,火媧,火咼,xʷɑ́,qʰʷʴɛ̄,xʷʴɛ̄
佳,䍲,妳佳,妳佳,妳佳,妳佳,nʴɛ́,qʴɛ̄,nʴɛ̄
佳,崖,五佳,五佳,五佳,五佳,ɴɔ́,qʴɛ̄,ɴʴɛ̄
佳,娃,於佳,於佳,於佳,於佳,ʔɯʌ̄,qʴɛ̄,ʔʴɛ̄
佳,崽,山佳,所柴,山佳,山佳,ʂɛ̄n,qʴɛ̄,ʂɛ̄
佳,㗨,火佳,火佳,火佳,火佳,xʷɑ́,qʴɛ̄,xʴɛ̄
佳,扠,廿佳*,丑佳,丑佳,丑佳,tʰʴú,qʴɛ̄,tʰʴɛ̄
佳,䁲,莫佳,莫佳,莫佳,莫佳,mɑ̇q,qʴɛ̄,mʴɛ̄
皆,皆,古諧,古諧,古諧,古諧,qɔ́,ʁʴɛ̄i,qʴɛ̄i
皆,諧,戶皆,戶皆,戶皆,戶皆,ʁɔ́,qʴɛ̄i,ʁʴɛ̄i
皆,排,步皆,步皆,步皆,捕皆,bɔ̀,qʴɛ̄i,bʴɛ̄i
皆,乖,古懷,古懷,古懷,古懷,qɔ́,ʁʷʴɛ̄i,qʷʴɛ̄i
皆,懷,戶乖,古乖,戶乖,戶乖,ʁɔ́,qʷʴɛ̄i,ʁʷʴɛ̄i
皆,匯,苦淮,苦淮,苦淮,苦懷,qʰɔ́,ʁʷʴɛ̄i,qʰʷʴɛ̄i
皆,豺,士諧,士諧,士皆,士諧,ꭦɯ́,ʁʴɛ̄i,ꭦɛ̄i
皆,差,楚皆,楚皆,楚皆,楚皆,ꭧʰɯʌ́,qʴɛ̄i,ꭧʰɛ̄i
皆,虺,呼懷,呼懷,呼懷,呼懷,xɔ̄,ʁʷʴɛ̄i,xʷʴɛ̄i
皆,埋,……,莫皆,莫皆,莫皆,mɑ̇q,qʴɛ̄i,mʴɛ̄i
皆,齋,側皆,側皆,側皆,稄皆,ꭧɯ̇k,qʴɛ̄i,ꭧɛ̄i
皆,崴,乙乖,乙乖,乙乖,乙乖,ʔʴi̇t,qʷʴɛ̄i,ʔʷʴɛ̄i
皆,𪘨,卓皆,卓皆,卓皆,斲皆,tʴɔ̇q,qʴɛ̄i,tʴɛ̄i
皆,揩,客皆,客皆,口皆,客皆,qʰʴȧk,qʴɛ̄i,qʰʴɛ̄i
皆,摨,諾皆,諾皆,諾皆,諾皆,nɑ̇q,qʴɛ̄i,nʴɛ̄i
皆,俙,呼皆,呼皆,喜皆,呼皆,xɔ̄,qʴɛ̄i,xʴɛ̄i
灰,灰,呼恢,呼恢,呼恢,呼恢,xɔ̄,qʰɔ̄i,xɔ̄i
灰,恢,苦回,苦回,苦回,苦回,qʰɔ́,ʁɔ̄i,qʰɔ̄i
灰,隈,烏回,烏恢,烏恢,烏回,ʔɔ̄,ʁɔ̄i,ʔɔ̄i
灰,回,戶恢,戶恢,戶恢,戶恢,ʁɔ́,qʰɔ̄i,ʁɔ̄i
灰,枚,莫杯,莫盃,莫杯,莫杯,mɑ̇q,pɔ̄i,mɔ̄i
灰,瓌,公回,公迴,公回,公回,qɔūɴ,ʁɔ̄i,qɔ̄i
灰,雷,路迴,路回,魯回,路回,lɔ̀,ʁɔ̄i,lɔ̄i
灰,穨,社回*,杜迴,杜回,杜回,dɔ́,ʁɔ̄i,dɔ̄i
灰,崔,此回,此回,倉回,此回,ʦʰiɛ́,ʁɔ̄i,ʦʰɔ̄i
灰,磓,都迴,都回,都回,都回,tɔ̄,ʁɔ̄i,tɔ̄i
灰,摧,昨恢,昨回,昨回,昨恢,ʣɑ̇q,qʰɔ̄i,ʣɔ̄i
灰,𤗯,素迴,素回,素回,𧦡回,sɔ̀,ʁɔ̄i,sɔ̄i
灰,裴,薄恢,薄恢,薄回,泊恢,bɑ̇q,qʰɔ̄i,bɔ̄i
灰,杯,布回,布回,布回,布回,pɔ̀,ʁɔ̄i,pɔ̄i
灰,肧,芳杯,芳杯,芳杯,芳杯,pʰuɑ̄ɴ,pɔ̄i,pʰɔ̄i
灰,鮠,五回,五回,五灰,五回,ɴɔ́,ʁɔ̄i,ɴɔ̄i
灰,𨌴,他回,他回,他回,他回,tʰɑ̄,ʁɔ̄i,tʰɔ̄i
灰,𢅼,乃回,乃回,乃回,乃回,nʌ́i,ʁɔ̄i,nɔ̄i
灰,朘,／,子回,臧回,子回,ʦɯ́,ʁɔ̄i,ʦɔ̄i
咍,咍,呼來,呼來,呼來,呼來,xɔ̄,lʌ̄i,xʌ̄i
咍,開,康來,苦哀,苦哀,康來,qʰɑ̄ɴ,lʌ̄i,qʰʌ̄i
咍,哀,烏開,烏開,烏開,烏開,ʔɔ̄,qʰʌ̄i,ʔʌ̄i
咍,臺,徒來,徒哀,徒哀,徒來,dɔ̄,lʌ̄i,dʌ̄i
咍,該,古哀,古哀,古哀,古哀,qɔ́,ʔʌ̄i,qʌ̄i
咍,裁,昨來,昨來,昨哉,昨來,ʣɑ̇q,lʌ̄i,ʣʌ̄i
咍,來,落哀,落哀,落哀,落哀,lɑ̇q,ʔʌ̄i,lʌ̄i
咍,災,祖才,祖才,祖才,祖裁,ʦɔ́,ʣʌ̄i,ʦʌ̄i
咍,猜,倉才,倉來,倉才,倉裁,ʦʰɑ̄ɴ,ʣʌ̄i,ʦʰʌ̄i
咍,胎,湯來,湯來,土來,湯來,tʰɑ̄ɴ,lʌ̄i,tʰʌ̄i
咍,孩,胡來,胡來,戶來,胡來,ʁɔ̄,lʌ̄i,ʁʌ̄i
咍,鰓,蘇才,蘇來,蘇來,蘇裁,sɔ̄,ʣʌ̄i,sʌ̄i
咍,皚,五來,五來,五來,五來,ɴɔ́,lʌ̄i,ɴʌ̄i
咍,熊,年來,年來,奴來,年來,nɛ̄n,lʌ̄i,nʌ̄i
咍,𤗏,／,扶來,扶來,扶來,buɔ̄,lʌ̄i,bɔ̄i
咍,𪒴,／,丁來,丁來,丁來,tɛ̄ŋ,lʌ̄i,tʌ̄i
真,真,職鄰,職鄰,職鄰,職鄰,cɯ̇k,lʴīn,cīn
真,春,昌脣,昌脣,昌脣,昌脣,cʰɯɑ̄ɴ,ɮyīn,cʰyīn
真,脣,食倫,食倫,食倫,食淪,ɮɯ̇k,lʴyīn,ɮyīn
真,匀,羊倫,羊倫,羊倫,陽淪,ʝɯɑ̄ɴ,lʴyīn,ɦyīn
真,淪,力屯,力屯,力迍,力屯,lʴɯ̇k,tʴyīn,lʴyīn
真,屯,陟倫,陟倫,陟綸,陟淪,tʴɯ̇k,lʴyīn,tʴyīn
真,純,常倫,常倫,常倫,常淪,ɟɯɑ̄ɴ,lʴyīn,ɟyīn
真,犉,如均,如均,如匀,如均,ɲɯʌ̄,kyīn,ɲyīn
真,因,於鄰,於鄰,於真,於鄰,ʔɯʌ̄,lʴīn,ʔīn
真,珎,陟鄰,陟鄰,陟鄰,陟鄰,tʴɯ̇k,lʴīn,tʴīn
真,新,息…,思鄰,息鄰,息鄰,sɯ̇k,lʴīn,sīn
真,辰,慎鄰,植鄰,植鄰,慎鄰,ɟìn,lʴīn,ɟīn
真,仁,如鄰,如鄰,如鄰,如鄰,ɲɯʌ̄,lʴīn,ɲīn
真,申,書鄰,書鄰,失人,書鄰,çɯʌ̄,lʴīn,çīn
真,神,食鄰,食鄰,食鄰,食鄰,ɮɯ̇k,lʴīn,ɮīn
真,㺦,丑珎,丑珎,丑人,丑珎,tʰʴú,tʴīn,tʰʴīn
真,鄰,力珍,力珎,力珍,力珎,lʴɯ̇k,tʴīn,lʴīn
真,𥎊,巨巾,巨巾,巨巾,巨巾,gɯʌ́,kʴīn,gʴīn
真,陳,直珍,直珎,直珍,直珎,dʴɯ̇k,tʴīn,dʴīn
真,津,將鄰,將鄰,將鄰,將鄰,ʦɯɑ̄ɴ,lʴīn,ʦīn
真,瞋,昌鄰,昌鄰,昌真,昌鄰,cʰɯɑ̄ɴ,lʴīn,cʰīn
真,秦,匠鄰,匠鄰,匠鄰,匠鄰,ʣɯɑ̀ɴ,lʴīn,ʣīn
真,親,七鄰,七鄰,七人,七鄰,ʦʰi̇t,lʴīn,ʦʰīn
真,礥,下珎,下珎,下珍,下珎,ʁʴá,tʴīn,ɦʴīn
真,夤,余真,余真,翼真,余真,ʝɯʌ̄,cīn,ʝīn
真,銀,語巾,語巾,語巾,語巾,ŋɯʌ́,kʴīn,ŋʴīn
真,紉,女人,女人,女鄰,女仁,nʴɯʌ́,ɲīn,nʴīn
真,巾,居鄰,居鄰,居銀,居鄰,kɯʌ̄,lʴīn,kʴīn
真,民,弥鄰,弥鄰,彌鄰,弥鄰,myɛ̄,lʴīn,myīn
真,賔,必鄰,必鄰,必鄰,必鄰,pyi̇t,lʴīn,pyīn
真,荀,相倫,相倫,相倫,相淪,sɯɑ̄ɴ,lʴyīn,syīn
真,遵,將倫,將倫,將倫,將淪,ʦɯɑ̄ɴ,lʴyīn,ʦyīn
真,逡,七旬,七旬,七倫,七旬,ʦʰi̇t,zyīn,ʦʰyīn
真,旬,詳遵,詳遵,詳遵,詳遵,zɯɑ̄ɴ,ʦyīn,zyīn
真,頻,符鄰,符鄰,符真,扶鄰,buɔ̄,lʴīn,byīn
真,繽,敷賓,敷賔,匹賔,敷賔,pʰuɔ̄,pyīn,pʰyīn
真,均,居春,居春,居匀,居春,kɯʌ̄,cʰyīn,kyīn
真,鷷,昨荀,昨匀,昨荀,昨荀,ʣɑ̇q,syīn,ʣyīn
真,椿,勑屯,勑屯,丑倫,勑屯,tʰʴɯ̇k,tʴyīn,tʰʴyīn
真,䣩,丈倫,文倫,直倫,丈淪,dʴɯɑ́ɴ,lʴyīn,dʴyīn
真,諄,之純,之純,章倫,之純,cɯ̄,ɟyīn,cyīn
真,𪔱,於巾,於巾,於巾,於巾,ʔɯʌ̄,kʴīn,ʔʴīn
真,贇,於倫,於倫,於倫,於淪,ʔɯʌ̄,lʴyīn,ʔʴyīn
真,囷,去倫,去倫,去倫,去淪,kʰɯʌ́,lʴyīn,kʰʴyīn
真,斌,府鄰,……,府巾,甫鄰,puɔ́,lʴīn,pʴīn
真,珉,武巾,武巾,武巾,武巾,muɔ́,kʴīn,mʴīn
真,貧,／,符巾,符巾,扶巾,buɔ̄,kʴīn,bʴīn
真,筠,／,王麕,爲贇,王麕,ɦuɑ̄ɴ,kʴyīn,ɦʴyīn
真,麕,／,居筠,居筠,居筠,kɯʌ̄,ɦʴyīn,kʴyīn
臻,臻,側詵,側詵,側詵,稄莘,ꭧɯ̇k,ʂɯ̄n,ꭧɯ̄n
臻,莘,……,踈臻,所臻,踈臻,ʂɯʌ̄,ꭧɯ̄n,ʂɯ̄n
臻,榛,士臻,仕臻,士臻,士臻,ꭦɯ́,ꭧɯ̄n,ꭦɯ̄n
文,文,武分,武分,無分,武分,muɔ́,pūn,mūn
文,雲,戶分,王分,王分,戶分,ʁɔ́,pūn,ɦūn
文,熅,於云,於云,於云,於雲,ʔɯʌ̄,ɦūn,ʔūn
文,汾,符分,符分,符分,扶分,buɔ̄,pūn,būn
文,分,府文,府文,府文,甫文,puɔ́,mūn,pūn
文,羣,渠云,渠云,渠云,渠雲,gɯʌ̄,ɦūn,gūn
文,薫,許云,許云,許云,許雲,xɯʌ́,ɦūn,xūn
文,君,舉云,舉云,舉云,舉雲,kɯʌ́,ɦūn,kūn
文,芬,無云,撫云,撫文,無雲,muɔ̄,ɦūn,pʰūn
殷,殷,於斤,於斤,於斤,於斤,ʔɯʌ̄,kɯ̄n,ʔɯ̄n
殷,勤,巨斤,其斤,巨斤,巨斤,gɯʌ́,kɯ̄n,gɯ̄n
殷,斤,舉欣,舉忻,舉欣,舉欣,kɯʌ́,xɯ̄n,kɯ̄n
殷,欣,許斤,許斤,許斤,許斤,xɯʌ́,kɯ̄n,xɯ̄n
殷,䖐,語斤,語斤,語斤,語斤,ŋɯʌ́,kɯ̄n,ŋɯ̄n
元,元,愚袁,愚袁,愚袁,虞袁,ŋuɔ̄,ɦuɔ̄n,ŋuɔ̄n
元,袁,韋元,韋元,雨元,幃元,ɦūi,ŋuɔ̄n,ɦuɔ̄n
元,飜,孚袁,孚袁,孚袁,敷袁,pʰuɔ̄,ɦuɔ̄n,pʰuɔ̄n
元,暄,況袁,況袁,況袁,況袁,xuɑ̀ɴ,ɦuɔ̄n,xuɔ̄n
元,煩,附袁,附袁,附袁,附袁,buɔ̀,ɦuɔ̄n,buɔ̄n
元,鴛,於袁,於袁,於袁,於袁,ʔɯʌ̄,ɦuɔ̄n,ʔuɔ̄n
元,言,語軒,語軒,語軒,語軒,ŋɯʌ́,xɯʌ̄n,ŋɯʌ̄n
元,攑,丘言,丘言,丘言,丘言,kʰū,ŋɯʌ̄n,kʰɯʌ̄n
元,軒,虚言,虚言,虚言,虚言,xɯʌ̄,ŋɯʌ̄n,xɯʌ̄n
元,𣘖,居言,居言,居言,居言,kɯʌ̄,ŋɯʌ̄n,kɯʌ̄n
元,蔫,謁言,謁言,謁言,謁言,ʔɯʌ̇t,ŋɯʌ̄n,ʔɯʌ̄n
元,蕃,甫煩,甫煩,甫煩,甫煩,puɔ́,buɔ̄n,puɔ̄n
元,𥴤,／,渠言,巨言,渠言,gɯʌ̄,ŋɯʌ̄n,gɯʌ̄n
魂,魂,戶昆,戶昆,戶昆,戶昆,ʁɔ́,qɔ̄n,ʁɔ̄n
魂,昆,古渾,古渾,古渾,古魂,qɔ́,ʁɔ̄n,qɔ̄n
魂,溫,於渾,烏渾,烏渾,於魂,ʔɯʌ̄,ʁɔ̄n,ʔɔ̄n
魂,門,莫奔,莫奔,莫奔,莫奔,mɑ̇q,pɔ̄n,mɔ̄n
魂,孫,思渾,思渾,思渾,思魂,sɯ̄,ʁɔ̄n,sɔ̄n
魂,尊,即昆,即昆,祖昆,即昆,ʦɯ̇k,qɔ̄n,ʦɔ̄n
魂,存,徂尊,徂尊,徂尊,徂尊,ʣɔ̄,ʦɔ̄n,ʣɔ̄n
魂,敦,都昆,都昆,都昆,都昆,tɔ̄,qɔ̄n,tɔ̄n
魂,暾,他昆,他昆,他昆,他昆,tʰɑ̄,qɔ̄n,tʰɔ̄n
魂,屯,徒渾,徒渾,徒渾,徒魂,dɔ̄,ʁɔ̄n,dɔ̄n
魂,村,此尊,此尊,此尊,此尊,ʦʰiɛ́,ʦɔ̄n,ʦʰɔ̄n
魂,㑮,牛昆,牛昆,牛昆,牛昆,ŋū,qɔ̄n,ɴɔ̄n
魂,盆,蒲奔,蒲昆,蒲奔,匍奔,bɔ̄,pɔ̄n,bɔ̄n
魂,奔,愽昆,博昆,博昆,博昆,pɑ̇q,qɔ̄n,pɔ̄n
魂,論,盧昆,盧昆,盧昆,盧昆,lɔ̄,qɔ̄n,lɔ̄n
魂,坤,苦昆,苦昆,苦昆,苦昆,qʰɔ́,qɔ̄n,qʰɔ̄n
魂,昏,呼昆,呼昆,呼昆,呼昆,xɔ̄,qɔ̄n,xɔ̄n
魂,黁,／,……,奴昆,奴昆,nɔ̄,qɔ̄n,nɔ̄n
痕,痕,戶恩,戶恩,戶恩,戶恩,ʁɔ́,ʔʌ̄n,ʁʌ̄n
痕,根,古痕,古痕,古痕,古痕,qɔ́,ʁʌ̄n,qʌ̄n
痕,恩,烏痕,烏痕,烏痕,烏痕,ʔɔ̄,ʁʌ̄n,ʔʌ̄n
痕,吞,吐根,吐根,吐根,土根,tʰɔ́,qʌ̄n,tʰʌ̄n
痕,垠,五根,五根,五根,五根,ɴɔ́,qʌ̄n,ɴʌ̄n
寒,寒,胡安,胡安,胡安,胡安,ʁɔ̄,ʔɑ̄n,ʁɑ̄n
寒,桓,胡官,胡官,胡官,胡官,ʁɔ̄,qʷɑ̄n,ʁʷɑ̄n
寒,剜,……,一丸,一丸,一桓,ʔi̇t,ʁʷɑ̄n,ʔʷɑ̄n
寒,鑾,落官,落官,落官,落官,lɑ̇q,qʷɑ̄n,lʷɑ̄n
寒,岏,五丸,五丸,五丸,五桓,ɴɔ́,ʁʷɑ̄n,ɴʷɑ̄n
寒,櫕,在丸,在丸,在丸,在桓,ʣʌ́i,ʁʷɑ̄n,ʣʷɑ̄n
寒,寬,苦官,苦官,苦官,苦官,qʰɔ́,qʷɑ̄n,qʰʷɑ̄n
寒,歡,呼官,呼丸,呼官,呼官,xɔ̄,qʷɑ̄n,xʷɑ̄n
寒,湍,他端,他端,他端,他端,tʰɑ̄,tʷɑ̄n,tʰʷɑ̄n
寒,酸,素官,素丸,素官,𧦡官,sɔ̀,qʷɑ̄n,sʷɑ̄n
寒,端,多官,多官,多官,多官,tɑ̄,qʷɑ̄n,tʷɑ̄n
寒,鑚,借官,借官,借官,唶官,ʦià,qʷɑ̄n,ʦʷɑ̄n
寒,官,古丸,古丸,古丸,古桓,qɔ́,ʁʷɑ̄n,qʷɑ̄n
寒,團,度官,度官,度官,鐸官,dɑ̇q,qʷɑ̄n,dʷɑ̄n
寒,單,都寒,都寒,都寒,都寒,tɔ̄,ʁɑ̄n,tɑ̄n
寒,安,烏寒,烏寒,烏寒,烏寒,ʔɔ̄,ʁɑ̄n,ʔɑ̄n
寒,干,古寒,古寒,古寒,古寒,qɔ́,ʁɑ̄n,qɑ̄n
寒,壇,徒干,徒干,徒干,徒干,dɔ̄,qɑ̄n,dɑ̄n
寒,盤,薄官,薄官,薄官,匍官,bɔ̄,qʷɑ̄n,bɑ̄n
寒,看,苦寒,苦寒,苦寒,苦寒,qʰɔ́,ʁɑ̄n,qʰɑ̄n
寒,瞞,武安,武安,母官,武安,muɔ́,ʔɑ̄n,mɑ̄n
寒,飡,食干*,倉干,七安,倉干,ʦʰɑ̄ɴ,qɑ̄n,ʦʰɑ̄n
寒,蘭,落干,落干,落干,落干,lɑ̇q,qɑ̄n,lɑ̄n
寒,殘,昨干,昨干,昨干,昨干,ʣɑ̇q,qɑ̄n,ʣɑ̄n
寒,嘽,他單,他單,他干,他單,tʰɑ̄,tɑ̄n,tʰɑ̄n
寒,潘,普官,普官,普官,普官,pʰɔ́,qʷɑ̄n,pʰɑ̄n
寒,難,乃干,乃干,那干,乃干,nʌ́i,qɑ̄n,nɑ̄n
寒,𦙱,蘇干,蘇干,蘇干,蘇干,sɔ̄,qɑ̄n,sɑ̄n
寒,頇,許安,許安,許干,許安,xɯʌ́,ʔɑ̄n,xɑ̄n
寒,𤳖,北潘,北潘,北潘,北潘,pʌ̇k,pʰɑ̄n,pɑ̄n
刪,刪,所姦,所姦,所姦,所姦,ʂɯʌ́,qʴān,ʂān
刪,關,古還,古還,古還,古還,qɔ́,ʁʷʴān,qʷʴān
刪,彎,烏關,烏關,烏關,烏關,ʔɔ̄,qʷʴān,ʔʷʴān
刪,還,胡關,胡關,戶關,胡關,ʁɔ̄,qʷʴān,ʁʷʴān
刪,班,巾還*,布還,布還,布還,pɔ̀,ʁʷʴān,pʴān
刪,蠻,莫還,莫還,莫還,莫還,mɑ̇q,ʁʷʴān,mʴān
刪,姦,古顏,古顏,古顏,古顏,qɔ́,ɴʴān,qʴān
刪,顏,五姦,五姦,五姦,五姦,ɴɔ́,qʴān,ɴʴān
刪,攀,普班,普班,普班,普班,pʰɔ́,pʴān,pʰʴān
刪,奻,女還,女還,女還,女還,nʴɯʌ́,ʁʷʴān,nʷʴān
刪,𤸷,五還,五還,五還,五還,ɴɔ́,ʁʷʴān,ɴʷʴān
刪,斕,力蠻,／,／,力蠻,lʴɯ̇k,mʴān,lʴān
刪,豩,／,呼關,／,呼關,xɔ̄,qʷʴān,xʷʴān
山,山,所間,所閒,所閒,所間,ʂɯʌ́,qʴɛ̄n,ʂɛ̄n
山,鰥,古頑,古頑,古頑,古頑,qɔ́,ɴʷʴɛ̄n,qʷʴɛ̄n
山,間,古閑,古閑,古閑,古閑,qɔ́,ʁʴɛ̄n,qʴɛ̄n
山,閑,胡山,胡山,戶閒,胡山,ʁɔ̄,ʂɛ̄n,ʁʴɛ̄n
山,慳,苦間,苦閒,苦閑,苦間,qʰɔ́,qʴɛ̄n,qʰʴɛ̄n
山,虥,昨閑,昨閑,昨閑,昨閑,ʣɑ̇q,ʁʴɛ̄n,ꭦɛ̄n
山,羴,許閑,許閒,許閒,許閑,xɯʌ́,ʁʴɛ̄n,xʴɛ̄n
山,訮,五閑,……,五閑,五閑,ɴɔ́,ʁʴɛ̄n,ɴʴɛ̄n
山,頑,吳鱞,吳鱞,五還,吾鰥,ɴɔ̄,qʷʴɛ̄n,ɴʷʴɛ̄n
山,黰,烏閑,烏閑,烏閑,烏閑,ʔɔ̄,ʁʴɛ̄n,ʔʴɛ̄n
山,斒,方閑,方閑,方閑,方閑,puɑ̄ɴ,ʁʴɛ̄n,pʴɛ̄n
山,斕,力閑,力闌,力閑,力閑,lʴɯ̇k,ʁʴɛ̄n,lʴɛ̄n
山,嘫,女閑,奴閒,女閑,女閑,nʴɯʌ́,ʁʴɛ̄n,nʴɛ̄n
先,先,蘇前,蘇前,蘇前,蘇前,sɔ̄,ʣɛ̄n,sɛ̄n
先,前,昨先,昨先,昨先,昨先,ʣɑ̇q,sɛ̄n,ʣɛ̄n
先,千,倉先,倉先,蒼先,倉先,ʦʰɑ̄ɴ,sɛ̄n,ʦʰɛ̄n
先,牋,則前,則前,則前,則前,ʦʌ̇k,ʣɛ̄n,ʦɛ̄n
先,天,他前,他前,他前,他前,tʰɑ̄,ʣɛ̄n,tʰɛ̄n
先,堅,古賢,古賢,古賢,古賢,qɔ́,ʁɛ̄n,qɛ̄n
先,賢,胡千,胡千,胡田,胡千,ʁɔ̄,ʦʰɛ̄n,ʁɛ̄n
先,煙,烏前,烏前,烏前,烏前,ʔɔ̄,ʣɛ̄n,ʔɛ̄n
先,蓮,路賢,路賢,落賢,路賢,lɔ̀,ʁɛ̄n,lɛ̄n
先,田,徒賢,徒賢,徒年,徒賢,dɔ̄,ʁɛ̄n,dɛ̄n
先,年,奴賢,奴賢,奴顛,奴賢,nɔ̄,ʁɛ̄n,nɛ̄n
先,顛,都賢,都賢,都年,都賢,tɔ̄,ʁɛ̄n,tɛ̄n
先,牽,苦賢,苦賢,苦堅,苦賢,qʰɔ́,ʁɛ̄n,qʰɛ̄n
先,妍,五賢,五賢,五堅,五賢,ɴɔ́,ʁɛ̄n,ɴɛ̄n
先,眠,莫賢,莫賢,莫賢,莫賢,mɑ̇q,ʁɛ̄n,mɛ̄n
先,蹁,蒲田,蒲田,部田,匍田,bɔ̄,dɛ̄n,bɛ̄n
先,淵,烏玄,烏玄,烏玄,烏玄,ʔɔ̄,ʁʷɛ̄n,ʔʷɛ̄n
先,㳙,古玄,古玄,古玄,古玄,qɔ́,ʁʷɛ̄n,qʷɛ̄n
先,鋗,火玄,火玄,火玄,火玄,xʷɑ́,ʁʷɛ̄n,xʷɛ̄n
先,邊,布玄,布玄,布玄,布玄,pɔ̀,ʁʷɛ̄n,pɛ̄n
先,玄,胡㳙,胡㳙,胡㳙,胡㳙,ʁɔ̄,qʷɛ̄n,ʁʷɛ̄n
先,祅,／,呵憐,呼煙,訶蓮,xɑ̄,lɛ̄n,xɛ̄n
仙,仙,胡然*,相然,相然,相然,sɯɑ̄ɴ,ɲiɛ̄n,siɛ̄n
仙,錢,昨仙,昨仙,昨仙,昨仙,ʣɑ̇q,siɛ̄n,ʣiɛ̄n
仙,遷,七然,七然,七然,七然,ʦʰi̇t,ɲiɛ̄n,ʦʰiɛ̄n
仙,煎,子仙,子仙,子仙,子仙,ʦɯ́,siɛ̄n,ʦiɛ̄n
仙,然,如延,如延,如延,如延,ɲɯʌ̄,ʝiɛ̄n,ɲiɛ̄n
仙,延,以然,以然,以然,以然,ʝɯ́,ɲiɛ̄n,ʝiɛ̄n
仙,𩜾,諸延,諸延,諸延,諸延,cɯʌ̄,ʝiɛ̄n,ciɛ̄n
仙,甄,居延,居延,居延,居延,kɯʌ̄,ʝiɛ̄n,kʴiɛ̄n
